"Date","Violations","Statistics","Value"
2007,"Total other Criminal Code violations [300]","Rate, youth not charged per 100,000 population aged 12 to 17 years",510.77
2008,"Total other Criminal Code violations [300]","Rate, youth not charged per 100,000 population aged 12 to 17 years",492.54
2009,"Total other Criminal Code violations [300]","Rate, youth not charged per 100,000 population aged 12 to 17 years",501.94
2010,"Total other Criminal Code violations [300]","Rate, youth not charged per 100,000 population aged 12 to 17 years",473.35
2011,"Total other Criminal Code violations [300]","Rate, youth not charged per 100,000 population aged 12 to 17 years",419.9
2012,"Total other Criminal Code violations [300]","Rate, youth not charged per 100,000 population aged 12 to 17 years",400.25
2013,"Total other Criminal Code violations [300]","Rate, youth not charged per 100,000 population aged 12 to 17 years",345.25
2014,"Total other Criminal Code violations [300]","Rate, youth not charged per 100,000 population aged 12 to 17 years",319.69
2015,"Total other Criminal Code violations [300]","Rate, youth not charged per 100,000 population aged 12 to 17 years",301.67
2016,"Total other Criminal Code violations [300]","Rate, youth not charged per 100,000 population aged 12 to 17 years",286.1
2017,"Total other Criminal Code violations [300]","Rate, youth not charged per 100,000 population aged 12 to 17 years",288.17
2018,"Total other Criminal Code violations [300]","Rate, youth not charged per 100,000 population aged 12 to 17 years",252.74
2019,"Total other Criminal Code violations [300]","Rate, youth not charged per 100,000 population aged 12 to 17 years",230.08
2000,"Total impaired driving [910]","Actual incidents",79225
2001,"Total impaired driving [910]","Actual incidents",82718
2002,"Total impaired driving [910]","Actual incidents",80045
2003,"Total impaired driving [910]","Actual incidents",77645
2004,"Total impaired driving [910]","Actual incidents",80339
2005,"Total impaired driving [910]","Actual incidents",78370
2006,"Total impaired driving [910]","Actual incidents",76127
2007,"Total impaired driving [910]","Actual incidents",79395
2008,"Total impaired driving [910]","Actual incidents",84694
2009,"Total impaired driving [910]","Actual incidents",88303
2010,"Total impaired driving [910]","Actual incidents",87231
2011,"Total impaired driving [910]","Actual incidents",89607
2012,"Total impaired driving [910]","Actual incidents",84149
2013,"Total impaired driving [910]","Actual incidents",77558
2014,"Total impaired driving [910]","Actual incidents",74577
2015,"Total impaired driving [910]","Actual incidents",71870
2016,"Total impaired driving [910]","Actual incidents",71304
2017,"Total impaired driving [910]","Actual incidents",69108
2018,"Total impaired driving [910]","Actual incidents",70832
2019,"Total impaired driving [910]","Actual incidents",85673
2000,"Total impaired driving [910]","Rate per 100,000 population",258.15
2001,"Total impaired driving [910]","Rate per 100,000 population",266.67
2002,"Total impaired driving [910]","Rate per 100,000 population",255.3
2003,"Total impaired driving [910]","Rate per 100,000 population",245.4
2004,"Total impaired driving [910]","Rate per 100,000 population",251.53
2005,"Total impaired driving [910]","Rate per 100,000 population",243.04
2006,"Total impaired driving [910]","Rate per 100,000 population",233.73
2007,"Total impaired driving [910]","Rate per 100,000 population",241.41
2008,"Total impaired driving [910]","Rate per 100,000 population",254.75
2009,"Total impaired driving [910]","Rate per 100,000 population",262.58
2010,"Total impaired driving [910]","Rate per 100,000 population",256.52
2011,"Total impaired driving [910]","Rate per 100,000 population",260.95
2012,"Total impaired driving [910]","Rate per 100,000 population",242.4
2013,"Total impaired driving [910]","Rate per 100,000 population",221.07
2014,"Total impaired driving [910]","Rate per 100,000 population",210.45
2015,"Total impaired driving [910]","Rate per 100,000 population",201.3
2016,"Total impaired driving [910]","Rate per 100,000 population",197.47
2017,"Total impaired driving [910]","Rate per 100,000 population",189.11
2018,"Total impaired driving [910]","Rate per 100,000 population",191.14
2019,"Total impaired driving [910]","Rate per 100,000 population",227.92
2000,"Total impaired driving [910]","Percentage change in rate",-8.73
2001,"Total impaired driving [910]","Percentage change in rate",3.3
2002,"Total impaired driving [910]","Percentage change in rate",-4.26
2003,"Total impaired driving [910]","Percentage change in rate",-3.88
2004,"Total impaired driving [910]","Percentage change in rate",2.49
2005,"Total impaired driving [910]","Percentage change in rate",-3.37
2006,"Total impaired driving [910]","Percentage change in rate",-3.83
2007,"Total impaired driving [910]","Percentage change in rate",3.29
2008,"Total impaired driving [910]","Percentage change in rate",5.53
2009,"Total impaired driving [910]","Percentage change in rate",3.07
2010,"Total impaired driving [910]","Percentage change in rate",-2.31
2011,"Total impaired driving [910]","Percentage change in rate",1.72
2012,"Total impaired driving [910]","Percentage change in rate",-7.11
2013,"Total impaired driving [910]","Percentage change in rate",-8.8
2014,"Total impaired driving [910]","Percentage change in rate",-4.81
2015,"Total impaired driving [910]","Percentage change in rate",-4.35
2016,"Total impaired driving [910]","Percentage change in rate",-1.9
2017,"Total impaired driving [910]","Percentage change in rate",-4.23
2018,"Total impaired driving [910]","Percentage change in rate",1.07
2019,"Total impaired driving [910]","Percentage change in rate",19.24
2000,"Total impaired driving [910]","Total cleared",74441
2001,"Total impaired driving [910]","Total cleared",76552
2002,"Total impaired driving [910]","Total cleared",73098
2003,"Total impaired driving [910]","Total cleared",71679
2004,"Total impaired driving [910]","Total cleared",72098
2005,"Total impaired driving [910]","Total cleared",68805
2006,"Total impaired driving [910]","Total cleared",68762
2007,"Total impaired driving [910]","Total cleared",71343
2008,"Total impaired driving [910]","Total cleared",74558
2009,"Total impaired driving [910]","Total cleared",76785
2010,"Total impaired driving [910]","Total cleared",75758
2011,"Total impaired driving [910]","Total cleared",77281
2012,"Total impaired driving [910]","Total cleared",71952
2013,"Total impaired driving [910]","Total cleared",66801
2014,"Total impaired driving [910]","Total cleared",63233
2015,"Total impaired driving [910]","Total cleared",61257
2016,"Total impaired driving [910]","Total cleared",59430
2017,"Total impaired driving [910]","Total cleared",55618
2018,"Total impaired driving [910]","Total cleared",55093
2019,"Total impaired driving [910]","Total cleared",57461
2000,"Total impaired driving [910]","Total, persons charged",69126
2001,"Total impaired driving [910]","Total, persons charged",68986
2002,"Total impaired driving [910]","Total, persons charged",66889
2003,"Total impaired driving [910]","Total, persons charged",65236
2004,"Total impaired driving [910]","Total, persons charged",63317
2005,"Total impaired driving [910]","Total, persons charged",60538
2006,"Total impaired driving [910]","Total, persons charged",60978
2007,"Total impaired driving [910]","Total, persons charged",62826
